Energy	I0	Sample	Reference
6598.07	2.38715E6	505864	28405
6599.96	2.38338E6	504982	29099
6601.98	2.3797E6	506692	29818
6604.04	2.37645E6	509121	30684
6606.02	2.37307E6	509789	30650
6608.04	2.36998E6	509855	30094
6609.98	2.36705E6	511232	29481
6612.05	2.3635E6	513879	29294
6613.99	2.36054E6	517609	28736
6616.06	2.35947E6	523144	28357
6617.83	2.35767E6	527397	28510
6619.99	2.35439E6	533074	27303
6621.98	2.35144E6	537371	28299
6624.05	2.34797E6	541411	28619
6625.88	2.34235E6	544345	28930
6628	2.33961E6	547117	29519
6629.99	2.3362E6	548908	29942
6632.07	2.33287E6	551567	30607
6633.94	2.33019E6	553358	31317
6636.02	2.32767E6	555636	31688
6638.07	2.32467E6	557663	31637
6639.94	2.32219E6	559870	31225
6641.94	2.31933E6	562205	31354
6644.07	2.31536E6	564671	31091
6645.9	2.31226E6	567537	30921
6648.12	2.30933E6	571308	31185
6650	2.30618E6	574289	32237
6652.05	2.30331E6	577601	33068
6653.89	2.30064E6	580151	33181
6656.11	2.2976E6	583268	34048
6658	2.29448E6	585035	34108
6660.14	2.29146E6	588297	35291
6661.85	2.28898E6	590295	35604
6664.04	2.28601E6	592918	35979
6665.93	2.28331E6	595224	36437
6668.08	2.28038E6	597483	36227
6669.92	2.27716E6	599237	36104
6671.99	2.27446E6	601497	35994
6674.1	2.2719E6	604216	35736
6675.9	2.2689E6	606539	35623
6677.97	2.26578E6	608957	35193
6680.13	2.26292E6	612329	35755
6681.89	2.2596E6	614362	35723
6684.05	2.25621E6	617819	35943
6685.91	2.25357E6	621049	35637
6688.07	2.25008E6	624746	36433
6689.97	2.24743E6	627675	36323
6692.05	2.2443E6	630322	36612
6693.95	2.2415E6	633979	37525
6696.12	2.23823E6	637503	37606
6697.94	2.23557E6	640908	38107
6700.07	2.23278E6	644159	39024
6701.89	2.23067E6	647528	39414
6704.02	2.22727E6	650561	39757
6705.88	2.22477E6	653813	40110
6708.06	2.22174E6	657144	40718
6709.89	2.21952E6	659503	42360
6712.02	2.21663E6	663362	42359
6713.94	2.21391E6	666019	42976
6716.07	2.21086E6	668951	43079
6718.03	2.2079E6	671463	43317
6720	2.20454E6	674185	43388
6721.96	2.20169E6	676743	44113
6724.06	2.1988E6	679796	43810
6725.99	2.19581E6	682108	43552
6727.95	2.19298E6	684580	43961
6730.14	2.18807E6	686999	44324
6731.94	2.18522E6	689573	44109
6734.09	2.18235E6	693101	44556
6735.93	2.17948E6	695810	44470
6738.04	2.17713E6	698461	45067
6739.97	2.17511E6	702030	44877
6741.95	2.17252E6	705326	45050
6744.1	2.16946E6	708872	45114
6746.04	2.16682E6	711849	45628
